490400,Không Xác định,4904,1,kx
4905,Huyện điện Bàn,49,1,hd
490500,Không Xác định,4905,1,kx
4906,Huyện Duy Xuyên,49,1,hd
490600,Không Xác định,4906,1,kx
4907,Huyện Nam Giang,49,1,hn
490700,Không Xác định,4907,1,kx
4908,Huyện Quế Sơn,49,1,hq
490800,Không Xác định,4908,1,kx
4909,Huyện Thăng Bình,49,1,ht
490900,Không Xác định,4909,1,kx
4910,Huyện Phước Sơn,49,1,hp
491000,Không Xác định,4910,1,kx
4911,Huyện Hiệp đức,49,1,hh
491100,Không Xác định,4911,1,kx
4912,Huyện Tiên Phước,49,1,ht
491200,Không Xác định,4912,1,kx
4913,Huyện Núi Thành,49,1,hn
491300,Không Xác định,4913,1,kx
4914,Huyện Trà My,49,1,ht
491400,Không Xác định,4914,1,kx
4915,Huyện Không Hồ Sơ,49,1,hk
491500,Không Xác định,4915,1,kx
4916,Huyện Giằng,49,1,hg
491600,Không Xác định,4916,1,kx
51_KXD,Không Xác định,51,1,kx
51522,Thành Phố Quảng Ngãi,51,1,qn
51524,Huyện Bình Sơn,51,1,bs
51525,Huyện Trà Bồng,51,1,tb
51526,Huyên Tây Trà,51,1,ht
51527,Huyện Sơn Tịnh,51,1,st
51528,Huyện Tư Nghĩa,51,1,tn
51529,Huyện Sơn Hà,51,1,sh
51530,Huyện Sơn Tây,51,1,st
51531,Huyện Minh Long,51,1,ml
51532,Huyện Nghĩa Hành,51,1,nh
51533,Huyện Mộ đức,51,1,md
51534,Huyện đức Phổ,51,1,dp
51535,Huyện Ba Tơ,51,1,bt
51536,Huyện Lý Sơn,51,1,ls
5200,Không Xác định,52,1,kx
520000,Không Xác định,5200,1,kx
5201,Huyện Tây Sơn,52,1,ht
520100,Không Xác định,5201,1,kx
5202,Huyện Hoài Nhơn,52,1,hh
520200,Không Xác định,5202,1,kx
5203,Huyện Vĩnh Thạnh,52,1,hv
520300,Không Xác định,5203,1,kx
5204,Huyện An Lão,52,1,ha
520400,Không Xác định,5204,1,kx
5205,Huyện Vân Canh,52,1,hv
520500,Không Xác định,5205,1,kx
5206,Huyện Hoài ân,52,1,hh
520600,Không Xác định,5206,1,kx
5207,Huyện Phù Cát,52,1,hp
520700,Không Xác định,5207,1,kx
5208,Huyện Tuy Phước,52,1,ht
520800,Không Xác định,5208,1,kx
5209,Huyện Phù Mỹ,52,1,hp
520900,Không Xác định,5209,1,kx
5210,Huyện An Nhơn,52,1,ha
521000,Không Xác định,5210,1,kx
5211,Tp Quy Nhơn,52,1,qn
521100,Không Xác định,5211,1,kx
5212,Huyện Thừa,52,1,ht
521200,Không Xác định,5212,1,kx
54_KXD,Không Xác định,54,1,kx
54555,Thành Phố Tuy Hoà,54,1,th
54557,Thị Xã Sông Cầu,54,1,ts
54558,Huyện đồng Xuân,54,1,dx
54559,Huyện Tuy An,54,1,ta
54560,Huyện Sơn Hòa,54,1,sh
54561,Huyện Sông Hinh,54,1,sh
54562,Huyện Tây Hòa,54,1,th
